"Year","Cluster","Indicator","Attribute","Value","Province","Area Council"
2025,"Shelter","Household Appliances","freezer",95000,"Penama","South Pentecost"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","North West Malekula"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","North East Malekula"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","Central Malekula"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","South West Malekula"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","South East Malekula"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","South Malekula"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","North Ambrym"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","West Ambrym"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","South East Ambrym"
2025,"Shelter","Household Appliances","freezer",95000,"Malampa","Paama"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Port Vila"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Vermali"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Vermaul"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Varisu"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","South Epi"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","North Tongoa"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Makimae"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Tongariki"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Nguna"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Emau"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Malorua"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","North Efate"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Mele"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Tanvasoko"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Ifira"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Pango"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Erakor"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Eratap"
2025,"Shelter","Household Appliances","freezer",95000,"Shefa","Eton"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","North Erromango"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","South Erromango"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","Aniwa"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","North Tanna"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","West Tanna"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","Middle Bush Tanna"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","South West Tanna"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","Whitesands"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","South Tanna"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","Futuna"
2025,"Shelter","Household Appliances","freezer",95000,"Tafea","Aneityum"
2025,"Shelter","Household Appliances","refridgerator",50000,"Torba","Torres"
2025,"Shelter","Household Appliances","refridgerator",50000,"Torba","Ureparapara"
2025,"Shelter","Household Appliances","refridgerator",50000,"Torba","Motalava"
2025,"Shelter","Household Appliances","refridgerator",50000,"Torba","East Vanualava"
2025,"Shelter","Household Appliances","refridgerator",50000,"Torba","West Vanualava"
2025,"Shelter","Household Appliances","refridgerator",50000,"Torba","Mota"
2025,"Shelter","Household Appliances","refridgerator",50000,"Torba","East Gaua"
2025,"Shelter","Household Appliances","refridgerator",50000,"Torba","West Gaua"
2025,"Shelter","Household Appliances","refridgerator",50000,"Torba","Merelava"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","Luganville"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","North West Santo"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","Big Bay Coast"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","Big Bay Inland"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","West Santo"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","South Santo 1"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","South Santo 2"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","East Santo"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","South East Santo"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","Canal Fanafo"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","West Malo"
2025,"Shelter","Household Appliances","refridgerator",50000,"Sanma","East Malo"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","West Ambae"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","North Ambae"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","East Ambae"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","South Ambae"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","North Maewo"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","South Maewo"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","North Pentecost"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","Central Pentecost 1"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","Central Pentecost 2"
2025,"Shelter","Household Appliances","refridgerator",50000,"Penama","South Pentecost"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","North West Malekula"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","North East Malekula"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","Central Malekula"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","South West Malekula"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","South East Malekula"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","South Malekula"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","North Ambrym"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","West Ambrym"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","South East Ambrym"
2025,"Shelter","Household Appliances","refridgerator",50000,"Malampa","Paama"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Port Vila"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Vermali"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Vermaul"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Varisu"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","South Epi"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","North Tongoa"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Makimae"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Tongariki"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Nguna"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Emau"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Malorua"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","North Efate"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Mele"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Tanvasoko"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Ifira"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Pango"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Erakor"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Eratap"
2025,"Shelter","Household Appliances","refridgerator",50000,"Shefa","Eton"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","North Erromango"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","South Erromango"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","Aniwa"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","North Tanna"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","West Tanna"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","Middle Bush Tanna"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","South West Tanna"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","Whitesands"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","South Tanna"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","Futuna"
2025,"Shelter","Household Appliances","refridgerator",50000,"Tafea","Aneityum"
2025,"Shelter","Household Appliances","tv",40000,"Torba","Torres"
2025,"Shelter","Household Appliances","tv",40000,"Torba","Ureparapara"
2025,"Shelter","Household Appliances","tv",40000,"Torba","Motalava"
2025,"Shelter","Household Appliances","tv",40000,"Torba","East Vanualava"
2025,"Shelter","Household Appliances","tv",40000,"Torba","West Vanualava"
2025,"Shelter","Household Appliances","tv",40000,"Torba","Mota"
2025,"Shelter","Household Appliances","tv",40000,"Torba","East Gaua"
2025,"Shelter","Household Appliances","tv",40000,"Torba","West Gaua"
2025,"Shelter","Household Appliances","tv",40000,"Torba","Merelava"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","Luganville"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","North West Santo"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","Big Bay Coast"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","Big Bay Inland"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","West Santo"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","South Santo 1"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","South Santo 2"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","East Santo"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","South East Santo"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","Canal Fanafo"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","West Malo"
2025,"Shelter","Household Appliances","tv",40000,"Sanma","East Malo"
2025,"Shelter","Household Appliances","tv",40000,"Penama","West Ambae"
2025,"Shelter","Household Appliances","tv",40000,"Penama","North Ambae"
2025,"Shelter","Household Appliances","tv",40000,"Penama","East Ambae"
2025,"Shelter","Household Appliances","tv",40000,"Penama","South Ambae"
2025,"Shelter","Household Appliances","tv",40000,"Penama","North Maewo"
2025,"Shelter","Household Appliances","tv",40000,"Penama","South Maewo"
2025,"Shelter","Household Appliances","tv",40000,"Penama","North Pentecost"
2025,"Shelter","Household Appliances","tv",40000,"Penama","Central Pentecost 1"
2025,"Shelter","Household Appliances","tv",40000,"Penama","Central Pentecost 2"
2025,"Shelter","Household Appliances","tv",40000,"Penama","South Pentecost"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","North West Malekula"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","North East Malekula"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","Central Malekula"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","South West Malekula"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","South East Malekula"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","South Malekula"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","North Ambrym"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","West Ambrym"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","South East Ambrym"
2025,"Shelter","Household Appliances","tv",40000,"Malampa","Paama"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Port Vila"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Vermali"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Vermaul"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Varisu"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","South Epi"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","North Tongoa"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Makimae"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Tongariki"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Nguna"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Emau"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Malorua"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","North Efate"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Mele"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Tanvasoko"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Ifira"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Pango"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Erakor"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Eratap"
2025,"Shelter","Household Appliances","tv",40000,"Shefa","Eton"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","North Erromango"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","South Erromango"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","Aniwa"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","North Tanna"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","West Tanna"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","Middle Bush Tanna"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","South West Tanna"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","Whitesands"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","South Tanna"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","Futuna"
2025,"Shelter","Household Appliances","tv",40000,"Tafea","Aneityum"
2025,"WASH","Household Drinking Water","piped",220000,"Torba","Torres"
2025,"WASH","Household Drinking Water","piped",220000,"Torba","Ureparapara"
2025,"WASH","Household Drinking Water","piped",220000,"Torba","Motalava"
2025,"WASH","Household Drinking Water","piped",220000,"Torba","East Vanualava"
2025,"WASH","Household Drinking Water","piped",220000,"Torba","West Vanualava"
2025,"WASH","Household Drinking Water","piped",220000,"Torba","Mota"
2025,"WASH","Household Drinking Water","piped",220000,"Torba","East Gaua"
2025,"WASH","Household Drinking Water","piped",220000,"Torba","West Gaua"
2025,"WASH","Household Drinking Water","piped",220000,"Torba","Merelava"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","Luganville"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","North West Santo"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","Big Bay Coast"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","Big Bay Inland"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","West Santo"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","South Santo 1"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","South Santo 2"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","East Santo"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","South East Santo"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","Canal Fanafo"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","West Malo"
2025,"WASH","Household Drinking Water","piped",220000,"Sanma","East Malo"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","West Ambae"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","North Ambae"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","East Ambae"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","South Ambae"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","North Maewo"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","South Maewo"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","North Pentecost"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","Central Pentecost 1"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","Central Pentecost 2"
2025,"WASH","Household Drinking Water","piped",220000,"Penama","South Pentecost"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","North West Malekula"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","North East Malekula"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","Central Malekula"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","South West Malekula"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","South East Malekula"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","South Malekula"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","North Ambrym"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","West Ambrym"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","South East Ambrym"
2025,"WASH","Household Drinking Water","piped",220000,"Malampa","Paama"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Port Vila"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Vermali"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Vermaul"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Varisu"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","South Epi"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","North Tongoa"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Makimae"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Tongariki"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Nguna"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Emau"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Malorua"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","North Efate"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Mele"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Tanvasoko"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Ifira"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Pango"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Erakor"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Eratap"
2025,"WASH","Household Drinking Water","piped",220000,"Shefa","Eton"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","North Erromango"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","South Erromango"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","Aniwa"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","North Tanna"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","West Tanna"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","Middle Bush Tanna"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","South West Tanna"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","Whitesands"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","South Tanna"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","Futuna"
2025,"WASH","Household Drinking Water","piped",220000,"Tafea","Aneityum"
2025,"WASH","Household Drinking Water","well",90000,"Torba","Torres"
2025,"WASH","Household Drinking Water","well",90000,"Torba","Ureparapara"
2025,"WASH","Household Drinking Water","well",90000,"Torba","Motalava"
2025,"WASH","Household Drinking Water","well",90000,"Torba","East Vanualava"
2025,"WASH","Household Drinking Water","well",90000,"Torba","West Vanualava"
2025,"WASH","Household Drinking Water","well",90000,"Torba","Mota"
2025,"WASH","Household Drinking Water","well",90000,"Torba","East Gaua"
2025,"WASH","Household Drinking Water","well",90000,"Torba","West Gaua"
2025,"WASH","Household Drinking Water","well",90000,"Torba","Merelava"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","Luganville"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","North West Santo"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","Big Bay Coast"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","Big Bay Inland"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","West Santo"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","South Santo 1"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","South Santo 2"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","East Santo"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","South East Santo"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","Canal Fanafo"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","West Malo"
2025,"WASH","Household Drinking Water","well",90000,"Sanma","East Malo"
2025,"WASH","Household Drinking Water","well",90000,"Penama","West Ambae"
2025,"WASH","Household Drinking Water","well",90000,"Penama","North Ambae"
2025,"WASH","Household Drinking Water","well",90000,"Penama","East Ambae"
2025,"WASH","Household Drinking Water","well",90000,"Penama","South Ambae"
2025,"WASH","Household Drinking Water","well",90000,"Penama","North Maewo"
2025,"WASH","Household Drinking Water","well",90000,"Penama","South Maewo"
2025,"WASH","Household Drinking Water","well",90000,"Penama","North Pentecost"
2025,"WASH","Household Drinking Water","well",90000,"Penama","Central Pentecost 1"
2025,"WASH","Household Drinking Water","well",90000,"Penama","Central Pentecost 2"
2025,"WASH","Household Drinking Water","well",90000,"Penama","South Pentecost"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","North West Malekula"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","North East Malekula"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","Central Malekula"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","South West Malekula"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","South East Malekula"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","South Malekula"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","North Ambrym"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","West Ambrym"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","South East Ambrym"
2025,"WASH","Household Drinking Water","well",90000,"Malampa","Paama"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Port Vila"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Vermali"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Vermaul"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Varisu"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","South Epi"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","North Tongoa"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Makimae"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Tongariki"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Nguna"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Emau"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Malorua"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","North Efate"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Mele"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Tanvasoko"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Ifira"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Pango"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Erakor"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Eratap"
2025,"WASH","Household Drinking Water","well",90000,"Shefa","Eton"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","North Erromango"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","South Erromango"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","Aniwa"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","North Tanna"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","West Tanna"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","Middle Bush Tanna"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","South West Tanna"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","Whitesands"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","South Tanna"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","Futuna"
2025,"WASH","Household Drinking Water","well",90000,"Tafea","Aneityum"
2025,"WASH","Household Drinking Water","tank",180000,"Torba","Torres"
2025,"WASH","Household Drinking Water","tank",180000,"Torba","Ureparapara"
2025,"WASH","Household Drinking Water","tank",180000,"Torba","Motalava"
2025,"WASH","Household Drinking Water","tank",180000,"Torba","East Vanualava"
2025,"WASH","Household Drinking Water","tank",180000,"Torba","West Vanualava"
2025,"WASH","Household Drinking Water","tank",180000,"Torba","Mota"
2025,"WASH","Household Drinking Water","tank",180000,"Torba","East Gaua"
2025,"WASH","Household Drinking Water","tank",180000,"Torba","West Gaua"
2025,"WASH","Household Drinking Water","tank",180000,"Torba","Merelava"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","Luganville"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","North West Santo"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","Big Bay Coast"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","Big Bay Inland"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","West Santo"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","South Santo 1"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","South Santo 2"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","East Santo"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","South East Santo"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","Canal Fanafo"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","West Malo"
2025,"WASH","Household Drinking Water","tank",180000,"Sanma","East Malo"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","West Ambae"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","North Ambae"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","East Ambae"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","South Ambae"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","North Maewo"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","South Maewo"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","North Pentecost"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","Central Pentecost 1"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","Central Pentecost 2"
2025,"WASH","Household Drinking Water","tank",180000,"Penama","South Pentecost"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","North West Malekula"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","North East Malekula"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","Central Malekula"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","South West Malekula"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","South East Malekula"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","South Malekula"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","North Ambrym"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","West Ambrym"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","South East Ambrym"
2025,"WASH","Household Drinking Water","tank",180000,"Malampa","Paama"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Port Vila"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Vermali"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Vermaul"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Varisu"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","South Epi"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","North Tongoa"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Makimae"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Tongariki"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Nguna"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Emau"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Malorua"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","North Efate"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Mele"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Tanvasoko"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Ifira"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Pango"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Erakor"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Eratap"
2025,"WASH","Household Drinking Water","tank",180000,"Shefa","Eton"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","North Erromango"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","South Erromango"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","Aniwa"
2025,"WASH","Household Drinking Water","tank",180000,"Tafea","North Tanna"
