"Year","Month","Day","Baseline","Cluster","Indicator","Attribute","Hazard Type","Hazard Response & Recovery","Climate Change","Past Hazard Events","Blue Economy","Agriculture","International Trade","Measure","Country","National","Province","Area Council","Village","Unit","Source","Year Collected","Frequency Collection","Value"
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Malampa","South East Ambrym",,"number","National Housing & Population Census",2020,"Every 10 Years",177
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Malampa","South East Ambrym",,"number","National Housing & Population Census",2020,"Every 10 Years",60
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Malampa","South East Ambrym",,"number","National Housing & Population Census",2020,"Every 10 Years",231
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Malampa","South East Ambrym",,"number","National Housing & Population Census",2020,"Every 10 Years",46
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Malampa","South East Ambrym",,"number","National Housing & Population Census",2020,"Every 10 Years",121
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Malampa","Paama",,"number","National Housing & Population Census",2020,"Every 10 Years",31
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Malampa","Paama",,"number","National Housing & Population Census",2020,"Every 10 Years",74
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Malampa","Paama",,"number","National Housing & Population Census",2020,"Every 10 Years",54
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Malampa","Paama",,"number","National Housing & Population Census",2020,"Every 10 Years",172
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Malampa","Paama",,"number","National Housing & Population Census",2020,"Every 10 Years",34
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Malampa","Paama",,"number","National Housing & Population Census",2020,"Every 10 Years",81
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Port Vila",,"number","National Housing & Population Census",2020,"Every 10 Years",312
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Port Vila",,"number","National Housing & Population Census",2020,"Every 10 Years",704
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Port Vila",,"number","National Housing & Population Census",2020,"Every 10 Years",565
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Port Vila",,"number","National Housing & Population Census",2020,"Every 10 Years",1231
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Port Vila",,"number","National Housing & Population Census",2020,"Every 10 Years",309
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Port Vila",,"number","National Housing & Population Census",2020,"Every 10 Years",900
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Vermali",,"number","National Housing & Population Census",2020,"Every 10 Years",17
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Vermali",,"number","National Housing & Population Census",2020,"Every 10 Years",34
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Vermali",,"number","National Housing & Population Census",2020,"Every 10 Years",43
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Vermali",,"number","National Housing & Population Census",2020,"Every 10 Years",74
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Vermali",,"number","National Housing & Population Census",2020,"Every 10 Years",21
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Vermali",,"number","National Housing & Population Census",2020,"Every 10 Years",33
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Vermaul",,"number","National Housing & Population Census",2020,"Every 10 Years",41
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Vermaul",,"number","National Housing & Population Census",2020,"Every 10 Years",68
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Vermaul",,"number","National Housing & Population Census",2020,"Every 10 Years",97
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Varisu",,"number","National Housing & Population Census",2020,"Every 10 Years",35
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Varisu",,"number","National Housing & Population Census",2020,"Every 10 Years",73
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Varisu",,"number","National Housing & Population Census",2020,"Every 10 Years",68
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Varisu",,"number","National Housing & Population Census",2020,"Every 10 Years",187
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Varisu",,"number","National Housing & Population Census",2020,"Every 10 Years",41
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Varisu",,"number","National Housing & Population Census",2020,"Every 10 Years",78
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","South Epi",,"number","National Housing & Population Census",2020,"Every 10 Years",42
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","South Epi",,"number","National Housing & Population Census",2020,"Every 10 Years",59
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","South Epi",,"number","National Housing & Population Census",2020,"Every 10 Years",60
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","South Epi",,"number","National Housing & Population Census",2020,"Every 10 Years",70
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","South Epi",,"number","National Housing & Population Census",2020,"Every 10 Years",43
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","South Epi",,"number","National Housing & Population Census",2020,"Every 10 Years",62
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",17
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",17
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",17
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",32
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",10
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","North Tongoa",,"number","National Housing & Population Census",2020,"Every 10 Years",22
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",6
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",24
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",23
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",56
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",26
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Makimae",,"number","National Housing & Population Census",2020,"Every 10 Years",38
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",29
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",40
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",44
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",60
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",20
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Tongariki",,"number","National Housing & Population Census",2020,"Every 10 Years",39
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",63
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",63
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",71
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",78
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",33
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Nguna",,"number","National Housing & Population Census",2020,"Every 10 Years",87
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",24
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",44
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",40
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",70
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",22
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Emau",,"number","National Housing & Population Census",2020,"Every 10 Years",67
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",6
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",13
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",9
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",33
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",7
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Malorua",,"number","National Housing & Population Census",2020,"Every 10 Years",17
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",15
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",40
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",29
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",55
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",22
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","North Efate",,"number","National Housing & Population Census",2020,"Every 10 Years",34
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",24
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",18
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",19
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",58
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",22
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Mele",,"number","National Housing & Population Census",2020,"Every 10 Years",36
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",8
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",12
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",10
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",12
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",7
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Tanvasoko",,"number","National Housing & Population Census",2020,"Every 10 Years",16
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",82
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",84
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",35
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",67
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",26
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","National Housing & Population Census",2020,"Every 10 Years",77
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",12
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",41
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",49
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",69
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",18
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","National Housing & Population Census",2020,"Every 10 Years",59
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",13
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",23
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",60
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",60
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",12
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","National Housing & Population Census",2020,"Every 10 Years",34
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",33
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",44
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",32
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",79
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",24
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","National Housing & Population Census",2020,"Every 10 Years",46
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",26
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",81
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",37
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",72
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",59
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","National Housing & Population Census",2020,"Every 10 Years",77
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",32
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",74
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",89
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",122
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",30
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",115
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",34
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",36
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",61
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",25
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","National Housing & Population Census",2020,"Every 10 Years",40
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",67
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",60
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",117
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",90
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",35
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","National Housing & Population Census",2020,"Every 10 Years",82
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",13
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",17
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",10
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",22
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",7
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",26
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",9
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",15
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",21
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",29
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",12
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",15
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",8
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",12
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",32
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",34
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",11
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",20
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",40
2025,,,"Gender & Protection",,"Functional Difficulties","hearing",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",36
2025,,,"Gender & Protection",,"Functional Difficulties","remembering",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",73
2025,,,"Gender & Protection",,"Functional Difficulties","seeing",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",168
2025,,,"Gender & Protection",,"Functional Difficulties","selfcare",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",31
2025,,,"Gender & Protection",,"Functional Difficulties","walking",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","National Housing & Population Census",2020,"Every 10 Years",84
2025,,,"Gender & Protection",,"Functional Difficulties","communication",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","National Housing & Population Census",2020,"Every 10 Years",49
